Id,MSSubClass,Neighborhood,HouseStyle,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,CentralAir,MoSold,YrSold,SaleCondition,SalePrice
455,30,Sawyer,1Story,97.6,13824,2,4,1951,1956,TA,TA,979,1474,1704,3,0,4,2,Fa,7,1,1952.0,2,589,0,86,0,N,5,2008,Normal,326220
456,90,NAmes,1Story,45.2,5221,5,4,1921,1934,TA,Gd,408,504,625,1,1,2,2,TA,7,2,,0,0,200,168,0,Y,10,2010,Normal,261550
457,20,Gilbert,SLvl,49.8,13205,9,2,1932,1964,TA,TA,2502,2625,2882,1,1,2,1,TA,5,0,1933.0,1,222,200,94,0,Y,2,2010,Normal,504047
458,60,Sawyer,1Story,66.8,7417,6,4,1971,2008,TA,TA,1091,1468,1922,1,0,4,2,TA,7,2,1973.0,3,833,0,136,0,Y,10,2009,Normal,412768
459,50,Sawyer,2Story,111.2,11838,3,7,1938,1963,TA,TA,835,820,1289,2,0,2,1,Fa,5,0,1938.0,3,988,250,83,0,Y,4,2009,Abnorml,321417
460,70,Somerst,2Story,55.9,9545,7,3,1953,1977,Gd,Gd,1992,2179,2600,1,1,4,1,Gd,6,2,1956.0,1,231,0,0,0,Y,10,2009,Normal,517948
461,80,CollgCr,2Story,31.9,12605,3,9,1918,1942,Ex,Gd,664,825,1408,1,1,1,2,TA,6,1,,0,0,200,56,0,Y,10,2008,Normal,369193
462,70,Mitchel,1Story,39.2,10996,2,2,1948,1967,TA,TA,1020,1312,1614,3,0,2,2,Gd,7,1,,0,0,200,113,0,Y,1,2009,Normal,333148
463,80,BrkSide,SLvl,90.5,1500,7,6,1926,1942,Fa,TA,822,931,1441,2,0,1,1,TA,3,0,1927.0,3,756,0,3,0,Y,3,2008,Normal,348945
464,40,NridgHt,1Story,40.2,11251,6,5,1912,1936,Gd,Fa,1887,2097,2443,3,1,1,2,TA,5,2,1916.0,2,580,150,46,0,Y,10,2008,Normal,598952
465,90,NAmes,2Story,96.1,13197,8,8,1914,1945,TA,TA,783,1522,1650,1,1,2,1,TA,4,1,1917.0,1,298,0,190,0,Y,5,2007,Normal,360213
466,20,NAmes,2Story,71.5,12373,5,9,1957,1973,Gd,Fa,896,1017,1697,3,1,3,1,Gd,6,1,,0,0,0,3,0,N,6,2007,Normal,382566
467,70,Edwards,2Story,69.3,10069,9,6,1940,1962,Gd,TA,1822,1681,2303,3,0,1,1,Ex,3,1,1940.0,3,723,0,49,0,Y,1,2006,Abnorml,429111
468,30,CollgCr,SLvl,76.5,17397,5,7,1911,1929,Fa,TA,926,1677,1906,3,1,1,1,TA,5,1,1911.0,1,214,200,123,0,Y,9,2009,Normal,419712
469,30,BrkSide,1Story,52.4,11808,8,7,1957,1968,Fa,TA,1058,1044,1674,2,0,5,1,TA,7,1,1958.0,2,581,200,112,0,Y,2,2006,Normal,364520
470,80,OldTown,2Story,73.0,12338,2,6,1918,1929,Fa,Gd,1650,1677,2083,3,1,3,1,Gd,7,2,1921.0,3,779,100,40,0,Y,4,2006,Normal,331712
471,70,OldTown,1Story,43.8,14887,2,3,1901,1904,Gd,Gd,2273,2360,2768,2,1,4,1,TA,6,0,1901.0,2,707,200,11,0,Y,6,2007,Normal,363471
472,70,Mitchel,1Story,99.7,12023,9,5,1914,1931,TA,Fa,849,1332,1877,2,0,4,2,Fa,7,0,1915.0,3,1066,0,179,0,Y,10,2006,Normal,412398
473,80,BrkSide,1Story,47.4,6728,9,3,1949,1977,TA,Gd,1547,1646,1781,1,0,1,2,TA,6,2,1949.0,2,719,100,110,0,Y,6,2009,Normal,390876
474,40,OldTown,1Story,79.7,1500,10,5,2005,2010,TA,TA,1462,1429,1832,1,1,4,1,TA,8,2,2008.0,1,242,200,114,0,Y,12,2006,Normal,415326
475,70,Edwards,1Story,47.2,8496,4,6,1926,1965,TA,Gd,1308,1855,2229,3,0,5,1,Fa,7,1,1930.0,3,908,100,11,0,Y,7,2008,Normal,389889
476,30,Gilbert,1Story,58.3,13696,2,3,1931,1932,TA,TA,1035,774,1262,1,1,3,2,TA,6,1,1933.0,2,630,150,41,0,Y,4,2009,Normal,324008
477,50,NridgHt,1Story,61.8,9017,10,3,1926,1956,Ex,Gd,1294,906,1616,1,0,5,1,Gd,9,0,1930.0,3,931,0,14,0,Y,3,2008,Normal,594324
478,50,Mitchel,2Story,,13865,7,8,1939,1970,TA,TA,684,537,937,1,0,5,1,Fa,9,0,,0,0,100,195,0,Y,10,2008,Normal,334409
479,60,BrkSide,2Story,69.7,11125,4,5,1979,1996,TA,TA,730,987,1032,2,1,3,1,TA,6,2,1982.0,2,662,200,153,0,Y,6,2007,Normal,310404
480,20,Mitchel,1Story,51.9,15910,8,3,1935,1946,Ex,Gd,1167,1375,1451,3,1,1,2,Fa,4,1,1936.0,2,560,200,109,0,Y,8,2008,Family,407832
481,20,NAmes,1Story,60.2,9260,10,7,1972,1986,Gd,TA,1636,1574,1723,1,0,4,1,TA,6,0,,0,0,0,136,0,Y,5,2009,Normal,377963
482,20,OldTown,1Story,,12464,4,7,1999,2010,TA,Fa,1759,1567,2449,1,0,5,2,TA,8,2,2002.0,1,218,100,33,0,Y,4,2008,Normal,369706
483,40,Gilbert,2Story,,12625,8,8,2005,2010,TA,TA,1653,1539,1957,3,1,3,1,Gd,7,1,2005.0,3,917,150,197,0,N,8,2009,Normal,523318
484,60,NAmes,1Story,110.7,16807,9,8,1962,1987,Gd,NA,1042,1169,1287,1,0,5,2,Ex,8,1,1962.0,2,539,250,103,0,N,4,2010,Normal,394976
485,30,Edwards,1Story,,3332,6,9,1979,1999,Ex,TA,1132,1110,1301,2,0,3,2,Gd,7,2,1983.0,3,896,200,103,0,Y,12,2007,Normal,416499
486,90,CollgCr,1Story,89.9,8575,7,6,2002,2010,TA,TA,2160,1406,2335,3,1,3,1,TA,7,2,,0,0,200,191,0,Y,9,2006,Abnorml,471684
487,50,Mitchel,1Story,50.0,14064,4,4,1987,1989,Gd,TA,1084,2040,2141,2,1,5,1,TA,7,0,,0,0,200,19,0,Y,10,2008,Normal,402706
488,40,NAmes,1Story,65.5,16993,10,8,1933,1957,TA,NA,866,1097,1764,1,0,1,1,Ex,5,1,1936.0,3,835,0,84,0,Y,4,2007,Normal,416530
489,90,CollgCr,2Story,74.5,11508,10,4,1914,1915,TA,TA,1111,965,1538,3,0,3,2,Gd,8,0,1917.0,1,311,0,17,0,Y,1,2006,Normal,460308
490,30,CollgCr,2Story,54.0,9271,10,4,1912,1950,TA,TA,1482,2188,2290,1,0,1,2,TA,4,2,1912.0,3,816,100,85,0,Y,1,2009,Normal,492533
491,30,CollgCr,2Story,78.8,13680,8,8,1997,2010,TA,Fa,873,940,1223,1,1,4,1,Gd,6,2,2000.0,3,665,0,53,0,Y,11,2009,Normal,448500
492,50,Gilbert,2Story,83.5,14149,2,9,1961,1981,TA,NA,1458,1248,1738,1,0,5,1,Gd,7,1,1965.0,1,303,250,92,0,N,11,2009,Normal,401975
493,20,Edwards,2Story,81.9,8989,5,4,1932,1946,TA,TA,2478,2170,2716,2,1,5,1,Ex,7,0,1933.0,3,743,250,140,0,N,9,2009,Normal,428354
494,70,Mitchel,1Story,66.7,11887,6,7,1938,1967,TA,Gd,1101,1734,1749,3,1,2,2,TA,5,2,1940.0,3,681,250,56,0,Y,8,2008,Normal,424251
495,80,OldTown,2Story,94.0,15458,10,9,1931,1956,TA,TA,1095,832,1378,2,0,4,2,TA,9,1,,0,0,150,10,0,N,3,2008,Normal,355123
496,40,Gilbert,2Story,64.3,18440,6,8,1989,2010,TA,TA,939,1645,1847,1,1,5,1,TA,7,0,,0,0,0,32,0,Y,10,2007,Normal,411551
497,80,NridgHt,1Story,62.3,13619,6,2,1967,1987,TA,Gd,989,998,1424,2,0,5,1,Gd,7,1,,0,0,0,143,0,Y,7,2009,Abnorml,472217
498,20,NridgHt,2Story,101.7,10685,3,7,1997,2006,TA,TA,373,546,906,1,0,3,1,Gd,7,1,1999.0,2,389,0,115,0,Y,8,2010,Normal,472851
499,60,Sawyer,1Story,45.6,10273,9,3,1933,1935,TA,TA,1396,1525,2061,2,1,1,2,TA,4,0,,0,0,150,195,0,Y,1,2010,Normal,407882
500,70,OldTown,2Story,32.5,12841,5,8,1952,1963,Gd,Gd,1513,1723,2162,1,1,3,1,Fa,5,2,1955.0,1,327,0,178,0,Y,7,2008,Abnorml,378052
501,50,Gilbert,2Story,,10014,2,2,1913,1934,TA,TA,1127,900,1401,3,1,4,2,Gd,7,2,1915.0,1,262,150,32,0,Y,9,2006,Normal,376742
502,90,BrkSide,1.5Fin,78.5,11296,10,9,2007,2010,Gd,Gd,1188,1149,1569,3,1,4,2,TA,9,0,,0,0,250,147,0,Y,10,2010,Normal,395130
503,50,BrkSide,SLvl,98.2,6057,3,3,1956,1976,TA,TA,665,931,1113,3,0,2,1,TA,6,2,1960.0,1,322,0,18,0,Y,2,2008,Normal,314826
504,90,NridgHt,2Story,55.5,15948,2,5,1961,1972,TA,Ex,596,1196,1478,1,1,2,2,TA,7,1,1962.0,2,624,250,19,0,Y,1,2009,Normal,488524
505,70,NridgHt,2Story,109.9,5711,2,3,1945,1982,Ex,Fa,593,1121,1280,1,1,4,2,Gd,9,2,1945.0,3,963,100,158,0,Y,11,2007,Partial,483625
506,30,BrkSide,2Story,70.6,8685,6,8,1930,1944,TA,Gd,1089,1079,1165,1,1,3,1,Gd,5,2,1932.0,1,169,200,80,0,Y,4,2010,Normal,337321
507,80,NridgHt,1Story,67.5,10910,2,5,2005,2010,Gd,NA,2230,1805,2458,3,0,3,1,Gd,6,1,2007.0,2,699,0,199,0,Y,6,2010,Normal,610658
508,20,Mitchel,1.5Fin,51.3,18862,9,7,1954,1969,TA,TA,1128,1443,1949,3,1,5,1,TA,8,2,1957.0,2,611,0,1,0,Y,8,2006,Normal,452480
509,30,CollgCr,1Story,112.9,8725,6,2,1974,1991,Fa,Gd,1044,1489,1925,1,0,1,1,TA,3,2,1976.0,1,378,250,100,0,Y,6,2008,Normal,413298
510,80,Edwards,1Story,66.7,7703,4,5,1904,1928,TA,NA,1295,1629,2024,3,0,2,1,Gd,6,2,1906.0,2,497,250,61,0,Y,12,2008,Normal,369149
511,90,CollgCr,1Story,40.7,8187,2,9,1930,1940,TA,TA,1497,1150,1920,2,0,5,2,Ex,9,1,1930.0,3,628,100,197,0,N,11,2009,Normal,455444
512,50,NAmes,1.5Fin,124.1,17467,6,9,1989,1997,TA,TA,866,1003,1452,1,0,5,2,Ex,10,2,,0,0,0,133,0,Y,5,2007,Normal,370152
513,70,Somerst,1Story,,1500,3,3,1909,1924,TA,NA,745,1070,1706,1,0,2,2,TA,5,2,1910.0,2,538,0,154,0,Y,3,2006,Normal,381914
514,70,OldTown,1Story,87.6,6289,10,5,1911,1943,TA,NA,1007,1173,1621,1,1,5,2,TA,10,2,,0,0,0,58,0,Y,12,2007,Normal,344173
515,70,Somerst,1Story,107.0,21971,4,5,1989,1994,Gd,TA,984,1789,1810,3,1,2,1,Gd,4,0,1991.0,3,969,250,178,0,Y,9,2008,Normal,459508
516,90,Somerst,1Story,83.5,12982,6,6,1934,1951,TA,NA,1050,1473,1814,1,0,1,1,TA,3,1,1934.0,2,553,0,168,0,Y,10,2007,Normal,440211
517,20,NridgHt,1Story,91.4,5855,2,6,1930,1956,TA,Gd,669,1015,1366,1,1,2,2,TA,6,1,,0,0,250,156,0,N,6,2008,Normal,422288
518,30,Mitchel,2Story,71.2,10324,3,2,1962,1990,Gd,Gd,714,754,937,3,0,3,2,TA,6,1,1963.0,2,602,100,95,0,Y,6,2007,Normal,355383
519,90,BrkSide,1Story,86.1,10783,3,8,1921,1938,Fa,Ex,1135,1400,1645,1,0,1,1,TA,3,1,1922.0,1,270,0,184,0,Y,3,2009,Normal,290730
520,60,Edwards,1.5Fin,69.2,14054,2,3,1904,1907,TA,Gd,797,1083,1452,1,0,1,2,Gd,6,2,,0,0,100,133,0,Y,6,2008,Normal,260502
521,60,Edwards,1.5Fin,69.6,18226,8,4,1900,1900,TA,TA,559,596,793,3,1,4,1,TA,7,1,1900.0,3,964,0,13,0,Y,7,2006,Partial,296280
522,50,Sawyer,1Story,72.6,12132,10,8,1908,1926,Ex,Gd,1338,1726,1994,3,0,4,2,TA,8,2,1912.0,1,330,0,176,200,Y,2,2009,Partial,440682
523,40,CollgCr,1Story,61.3,8233,10,7,1917,1949,TA,TA,1854,1278,2213,2,0,4,2,Fa,7,2,,0,0,150,4,0,Y,8,2007,Normal,478526
524,30,Gilbert,2Story,81.1,13806,4,5,1977,1978,TA,Ex,2605,2231,2814,3,1,5,1,TA,9,0,1981.0,2,547,0,136,0,Y,8,2007,Normal,489887
525,50,Somerst,1Story,81.0,7567,9,9,1933,1968,Ex,Gd,725,1224,1537,3,1,2,2,Gd,7,1,1937.0,1,194,250,49,0,Y,11,2009,Abnorml,476432
526,20,CollgCr,1Story,88.0,6160,6,5,1907,1934,TA,TA,1233,1239,1391,2,0,5,2,TA,10,1,1909.0,2,548,200,179,0,Y,1,2007,Normal,417006
527,40,NridgHt,SLvl,84.1,3108,2,6,1901,1901,TA,Gd,801,1010,1017,3,0,2,2,TA,6,2,,0,0,200,145,0,Y,3,2006,Normal,444765
528,90,Edwards,SLvl,114.0,3926,2,3,1952,1965,Gd,TA,1289,1498,1650,1,1,5,2,Gd,9,1,1953.0,3,824,0,161,0,Y,6,2007,Normal,301854
529,30,CollgCr,2Story,93.2,6735,6,3,1993,2001,TA,TA,1059,1357,1747,1,0,4,1,Fa,6,1,1993.0,1,253,250,139,0,Y,11,2007,Normal,392720
530,70,NridgHt,1Story,,5553,5,5,1937,1974,Gd,TA,728,774,1236,3,1,2,1,Gd,4,2,1941.0,1,279,100,113,0,Y,3,2009,Normal,491826
531,20,CollgCr,2Story,80.0,11816,2,6,1907,1929,TA,Fa,591,1194,1466,1,1,2,1,TA,4,0,1910.0,3,715,200,172,0,Y,12,2009,Normal,366714
532,70,NridgHt,2Story,101.1,5463,10,8,1925,1937,TA,NA,752,741,800,3,0,3,1,Gd,6,1,1928.0,2,458,0,59,0,Y,12,2006,Normal,560094
533,40,CollgCr,1Story,,1500,8,5,1955,1966,TA,Ex,1573,2079,2145,2,1,3,2,Ex,8,2,,0,0,200,105,0,Y,2,2009,Normal,495669
534,70,Somerst,2Story,,6116,6,9,1920,1942,TA,TA,795,1179,1280,3,0,2,1,TA,6,2,1920.0,2,482,0,59,0,Y,5,2009,Normal,414021
535,50,BrkSide,1Story,53.0,8518,10,6,2008,2008,Gd,Gd,1212,1101,1733,2,1,2,2,TA,5,0,2008.0,2,560,150,22,0,Y,4,2006,Normal,420498
536,80,OldTown,1Story,89.8,7957,10,2,1984,1994,Gd,TA,450,927,1065,1,0,5,1,TA,7,2,1988.0,1,318,0,175,0,Y,6,2007,Abnorml,330393
537,70,Sawyer,2Story,70.1,16882,10,7,1938,1944,TA,TA,729,1391,1470,2,0,4,1,TA,6,0,,0,0,250,99,0,Y,12,2009,Normal,410027
538,60,Sawyer,1Story,68.9,7923,4,6,2005,2010,Gd,TA,1089,1255,1466,3,1,1,1,Ex,3,0,,0,0,150,10,0,Y,5,2008,Normal,370868
539,70,Mitchel,1Story,,14200,9,5,1936,1962,Gd,Fa,1174,1476,1720,3,0,4,1,Fa,7,2,1936.0,3,876,100,165,0,Y,8,2007,Normal,461424
540,90,CollgCr,1.5Fin,90.0,10420,6,5,1915,1933,Gd,TA,1566,1457,1880,3,0,1,2,TA,6,1,,0,0,100,188,0,Y,2,2009,Normal,442635
541,60,Sawyer,SLvl,41.7,10322,8,4,2004,2009,TA,TA,1822,2000,2391,3,1,3,2,Gd,6,1,2004.0,2,670,0,132,0,Y,7,2009,Normal,460020
542,30,Mitchel,2Story,38.3,6991,9,6,2006,2010,TA,TA,1518,1417,2077,3,1,1,2,TA,6,1,2007.0,3,891,0,65,0,Y,5,2008,Normal,466135
543,20,Sawyer,1.5Fin,95.5,10253,3,6,1934,1967,Gd,Gd,1728,1202,2037,3,0,4,2,Gd,8,2,1938.0,1,207,200,171,0,Y,12,2006,Normal,366362
544,60,CollgCr,SLvl,109.4,7287,6,5,1966,1974,Gd,Ex,1026,2162,2344,2,0,1,1,Ex,4,0,,0,0,200,147,0,Y,10,2009,Abnorml,438153
545,50,BrkSide,1Story,55.3,11214,3,4,1919,1925,Gd,TA,1442,1801,1848,2,1,2,2,TA,7,0,1923.0,2,616,250,56,0,Y,3,2006,Normal,344119
546,60,CollgCr,1Story,92.1,9508,4,5,1971,1975,Gd,TA,1256,1480,1582,2,0,1,1,TA,5,1,1975.0,2,510,0,66,0,Y,8,2010,Normal,440992
547,70,Gilbert,1Story,87.5,6533,5,5,1976,2008,Gd,Gd,1163,1477,2109,3,1,1,2,TA,6,2,,0,0,0,197,0,Y,5,2006,Abnorml,425568
548,30,Somerst,1Story,68.0,14666,9,5,1978,1982,TA,TA,1137,1326,2240,2,0,1,2,Fa,5,1,1980.0,2,555,200,190,0,Y,6,2006,Normal,498280
549,70,Gilbert,2Story,99.4,12293,9,4,1963,1986,TA,Gd,1054,1377,2036,3,1,3,2,Gd,6,2,,0,0,0,135,0,Y,6,2007,Normal,435153
550,90,Gilbert,1Story,66.4,8618,5,6,1978,2010,Ex,TA,472,861,927,3,0,5,1,Fa,9,2,1981.0,1,325,0,7,0,Y,10,2007,Normal,376504
551,40,NAmes,1Story,81.4,11111,4,3,1961,1986,TA,Gd,823,1011,1196,1,1,2,1,Ex,6,2,1965.0,1,273,0,45,0,Y,4,2007,Abnorml,344205
552,90,Gilbert,1Story,42.4,10148,6,6,1990,2006,TA,Gd,720,1495,1518,3,0,4,1,Gd,8,1,1994.0,3,861,250,70,0,Y,1,2010,Normal,456051
553,90,Mitchel,1Story,43.4,6856,10,2,1919,1927,Gd,Ex,1620,1496,2124,3,0,3,1,Gd,6,1,1919.0,3,948,250,107,0,Y,3,2007,Normal,492098
554,50,Somerst,1.5Fin,,10796,10,5,1953,1953,Gd,Gd,796,1389,1740,2,1,2,2,Ex,5,0,1956.0,2,442,0,173,200,Y,10,2010,Normal,506427
555,80,OldTown,1Story,82.1,7892,4,8,1946,1952,TA,TA,890,1943,2146,1,1,1,2,Gd,4,0,1946.0,2,537,200,169,0,Y,4,2006,Normal,353185
556,90,Mitchel,1Story,,6531,3,8,1959,1997,Ex,NA,1270,1446,2206,1,0,4,1,TA,7,1,,0,0,100,54,0,Y,1,2009,Normal,398536
557,80,NAmes,1Story,112.0,3684,8,7,1915,1920,TA,Gd,1150,2239,2276,3,0,1,1,TA,4,2,,0,0,200,21,550,Y,5,2006,Abnorml,390175
558,50,Somerst,1Story,,8994,4,7,1935,1935,TA,TA,2056,1779,2179,1,1,3,1,TA,5,2,1937.0,3,1016,150,55,0,Y,11,2007,Normal,480750
559,70,Gilbert,2Story,79.7,12881,3,2,2005,2010,TA,TA,610,596,1077,2,1,1,1,Ex,5,1,2009.0,1,217,150,47,0,Y,11,2006,Family,388006
560,60,Somerst,1Story,38.0,7582,2,4,1911,1927,Gd,TA,930,1000,1782,2,1,4,2,TA,8,1,1915.0,2,425,150,179,0,Y,12,2007,Normal,396039
561,50,Mitchel,1Story,67.5,21087,5,7,1970,1984,Gd,Gd,678,1263,1333,1,0,5,2,Gd,8,2,1973.0,2,622,200,2,0,Y,9,2008,Normal,367093
562,70,Somerst,1Story,,14220,5,8,1973,2001,TA,Gd,505,700,833,3,1,2,2,TA,6,0,1975.0,1,315,200,166,0,Y,10,2010,Normal,407274
563,90,Mitchel,1.5Fin,72.0,15978,7,6,1952,1972,TA,NA,1127,1373,1537,2,0,2,2,TA,7,0,1955.0,2,545,100,131,0,Y,10,2009,Normal,391539
564,20,NAmes,2Story,49.4,13840,3,8,1903,1939,Gd,NA,1835,1996,2211,1,1,3,1,Gd,6,2,1903.0,2,592,0,21,0,Y,1,2009,Normal,408195
565,90,Sawyer,2Story,43.7,18282,8,4,1903,1921,TA,TA,1154,1420,1921,1,0,3,1,TA,7,1,,0,0,0,137,0,Y,6,2008,Normal,383595
566,40,Gilbert,2Story,20.2,7195,8,3,1930,1958,Ex,TA,1986,2427,2669,2,0,2,2,Fa,7,0,1933.0,2,495,0,116,0,N,7,2007,Normal,503023
567,80,OldTown,2Story,73.7,1500,6,2,1911,1946,TA,Ex,1154,1686,1735,1,0,2,1,Gd,5,0,,0,0,100,0,0,Y,6,2007,Normal,341553
568,20,OldTown,1Story,20.0,8626,3,6,1910,1928,Fa,Ex,2380,1726,2750,3,1,1,2,TA,5,0,1913.0,1,288,250,44,0,Y,10,2006,Normal,370405
569,90,Sawyer,1Story,,12845,6,7,1917,1928,TA,Ex,1237,1551,1735,2,1,2,2,Fa,5,0,1918.0,3,948,0,69,0,N,12,2009,Normal,367087
570,50,NridgHt,2Story,,11136,8,4,1921,1959,TA,TA,957,1178,1711,2,0,3,1,Gd,7,1,1923.0,3,700,250,43,0,Y,7,2009,Normal,607245
571,90,NridgHt,1Story,54.1,11657,5,8,1993,2002,Fa,Gd,796,702,1011,2,0,4,1,Gd,8,2,,0,0,0,115,0,Y,2,2008,Normal,528520
572,50,NAmes,1.5Fin,,16048,4,7,1970,1971,TA,Gd,1815,1569,2133,1,1,4,2,Gd,8,2,1971.0,2,540,100,123,0,Y,5,2008,Normal,382727
573,70,Gilbert,1Story,68.5,12105,6,4,1903,1926,Ex,Ex,924,1323,1409,2,0,3,2,TA,6,2,1907.0,2,593,0,33,0,Y,3,2007,Abnorml,403173
574,60,Mitchel,2Story,51.8,13855,5,3,1969,2008,TA,Ex,1239,736,1314,2,0,4,1,Gd,7,2,1971.0,2,559,100,24,0,N,6,2010,Normal,375998
575,30,NAmes,1.5Fin,,6554,5,7,1915,1918,Ex,TA,1979,1669,2240,1,0,3,2,Gd,8,0,1917.0,3,774,0,131,0,Y,3,2010,Normal,427593
576,30,Somerst,2Story,47.3,5899,5,7,1946,1979,Gd,TA,1109,1867,2181,2,1,2,1,Gd,4,0,,0,0,200,93,0,Y,1,2008,Normal,478658
577,60,Somerst,1.5Fin,,17279,4,3,1904,1937,TA,TA,1785,1285,2143,2,1,2,2,Fa,6,0,1904.0,2,517,0,53,0,Y,3,2009,Normal,480729
578,50,BrkSide,2Story,62.4,10924,8,4,1910,1947,Gd,TA,1115,1383,1526,1,1,3,1,TA,6,2,1911.0,1,268,200,51,0,Y,6,2007,Normal,347329
579,60,OldTown,1.5Fin,69.7,7882,6,5,1914,1930,Ex,TA,1128,1583,1626,3,1,2,1,TA,5,1,,0,0,100,7,0,Y,2,2006,Abnorml,356290
580,80,Somerst,1Story,,7890,6,6,1948,1958,TA,TA,1107,958,1621,2,1,4,1,Fa,7,2,1949.0,1,251,250,170,0,Y,1,2007,Normal,452379
581,80,Sawyer,1Story,74.4,7774,7,3,1951,1971,Gd,Gd,1783,1269,2051,1,1,1,1,TA,5,1,,0,0,250,168,0,Y,4,2010,Abnorml,381820
582,20,NAmes,2Story,81.1,7522,5,9,1939,1944,TA,Gd,1745,2343,2371,2,0,1,1,Fa,3,2,1943.0,2,586,200,110,0,Y,8,2008,Normal,387458
583,50,BrkSide,1Story,,5111,2,5,1968,2001,Gd,Fa,1201,1103,1727,1,0,3,1,Gd,6,1,1969.0,2,608,100,69,0,N,8,2010,Family,344734
584,30,BrkSide,1Story,74.9,4198,9,5,1979,2005,TA,TA,1141,1565,2673,2,1,1,2,Gd,6,2,1983.0,2,604,0,43,0,N,5,2007,Normal,452331
585,60,Sawyer,1.5Fin,64.0,9681,2,2,1980,1999,TA,TA,1281,1938,1981,1,1,1,1,TA,5,0,,0,0,150,61,0,Y,8,2008,Normal,325117
586,60,NridgHt,2Story,70.7,8010,7,9,1964,1984,Gd,Gd,1405,1487,1562,2,1,2,1,Gd,5,2,1964.0,3,750,150,185,0,Y,3,2006,Partial,572219
587,90,Sawyer,1Story,84.3,15150,4,3,1960,1988,TA,Gd,1581,1688,1998,1,0,1,2,Gd,6,1,,0,0,200,17,0,Y,9,2009,Normal,382030
588,50,Sawyer,1Story,59.0,11731,3,9,1954,1974,Gd,Ex,1025,1911,2394,1,0,2,2,TA,5,0,1954.0,1,238,100,164,0,Y,1,2007,Normal,364939
589,50,Mitchel,1Story,61.2,11614,2,5,1926,1959,Gd,Fa,2224,2418,2509,1,0,3,1,TA,6,0,1929.0,1,252,100,60,0,Y,2,2006,Normal,375640
590,60,Somerst,1Story,59.3,7379,10,8,1954,1990,Gd,TA,1983,1960,2320,1,0,2,1,Gd,6,0,1954.0,2,482,0,53,0,Y,12,2007,Normal,525926
591,30,Somerst,SLvl,58.9,9992,5,3,1901,1938,Gd,Ex,1147,1386,1637,2,1,5,1,Gd,8,0,1904.0,1,284,0,161,0,N,6,2009,Abnorml,438106
592,20,NridgHt,1Story,73.8,12016,5,3,2007,2010,Ex,Gd,627,1414,1521,1,0,1,2,Gd,5,2,2009.0,3,990,200,192,0,Y,7,2010,Normal,557948
593,70,CollgCr,1Story,62.0,13508,8,8,1941,1970,TA,Gd,1402,1668,1977,1,0,4,2,Gd,8,0,1942.0,3,1025,250,198,0,Y,5,2010,Normal,467366
594,40,BrkSide,2Story,103.0,10106,2,8,1983,1995,TA,Gd,1012,1828,2354,1,0,3,2,Gd,7,1,1983.0,3,901,150,53,0,Y,8,2007,Normal,374759
595,40,Sawyer,1Story,128.9,15032,7,6,2006,2007,Fa,TA,1085,1366,1883,3,0,4,1,TA,8,1,,0,0,0,118,0,Y,9,2008,Normal,390942
596,90,NridgHt,1Story,57.5,10534,6,2,1955,1971,Fa,Gd,1393,1450,1868,3,1,4,1,TA,7,1,1955.0,3,797,0,58,0,Y,10,2008,Normal,569881
597,30,Edwards,2Story,76.5,13830,6,9,1995,2010,TA,Fa,1511,1315,1675,1,1,1,1,Gd,3,1,,0,0,0,38,0,Y,3,2009,Normal,351599
598,90,Edwards,2Story,92.8,8443,3,5,1953,1958,Gd,TA,846,1010,1418,1,0,4,2,Gd,7,2,1957.0,3,966,150,77,0,N,8,2009,Normal,344834
599,70,Somerst,SLvl,64.2,2887,10,9,1914,1935,Ex,NA,1460,1257,1672,3,1,2,2,TA,7,2,1916.0,3,619,150,12,0,Y,10,2006,Normal,539778
600,40,NridgHt,2Story,48.1,11627,4,8,1902,1909,TA,Fa,1507,1517,1665,3,1,4,2,Gd,8,2,,0,0,0,32,0,Y,5,2006,Normal,534247
601,90,Sawyer,1Story,,13546,8,8,1915,1932,TA,NA,1039,1862,2525,3,1,2,1,Gd,4,1,,0,0,0,119,0,N,5,2008,Normal,398406
602,60,NridgHt,2Story,85.1,12916,8,7,2004,2009,Gd,NA,843,890,1585,1,1,2,1,Gd,4,2,2004.0,2,552,0,137,0,Y,8,2008,Normal,553290
603,40,Mitchel,1.5Fin,77.0,12273,5,7,1952,1981,Gd,Gd,1304,1118,1650,2,1,4,2,TA,7,0,,0,0,150,54,0,Y,7,2010,Normal,368453
604,50,Mitchel,2Story,101.9,9036,3,6,1935,1967,TA,Gd,947,759,1160,1,1,5,1,Gd,7,2,1937.0,3,698,150,111,0,Y,4,2010,Normal,358590
605,40,Sawyer,SLvl,86.9,7112,4,2,1949,1979,TA,Gd,1197,1763,1944,2,0,5,2,Gd,10,0,1953.0,2,559,0,152,0,Y,12,2006,Abnorml,374897
606,80,Edwards,2Story,68.9,12817,9,5,1928,1956,TA,TA,1812,1791,2381,1,1,4,2,TA,8,0,1929.0,2,640,200,178,0,Y,7,2008,Normal,428830
